id,original_id,split,audio,text,start,end,duration
45_2026-06-04_4m16s_part_010,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_010.wav,Adet 100 olarak güncellendi. Tekrar özetliyorum: Sancak Ecza Deposu Bağcılar'dan 100 adet Demo Alvira 30 mg kapsül. Onaylıyor musunuz? Onaylıyorum. Onayı için tekrar teyit etmek istiyorum Mahmut Bey. Siparişi onaylıyor musunuz? Onaylıyorum. Siparişi onaylıyor musunuz? Tekrar sormak istedim. Onaylıyorum.,221,251,30
45_2026-06-04_4m16s_part_011,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_011.wav,Siparişiniz başarıyla oluşturuldu Mahmut Bey. Başka bir konuda yardımcı olabilir miyim?,251,255,4
46_2026-06-26_4m21s_part_001,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_001.wav,"Merhaba, Veribase ilaç şirketinden arıyorum. İsmim Elif. Demomix 30 miligram tablet, Parol 500 miligram tablet ve Aspirin 100 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Anlıyorum, teşekkürler. Size nasıl yardımcı olabilirim? Adınız neydi? Maalesef İbuprofen ile eşleşen bir ilaç bulamadım. Rica etsem ilaç adını tekrar söyler misiniz?",8,37,29
46_2026-06-26_4m21s_part_002,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_002.wav,"Hangi ilaçlarda kampanyanız vardı? Demomix 30 miligram tablet, Parol 500 miligram tablet ve Aspirin 100 miligram tablet için kampanyalarımız vardı. Hangisi için geçerliydi? Sadece bunlar mı var? Başka yok mu? Güncel kampanyalarımız şu an için bu kadar. Başka bir konuda yardımcı olabilir miyim?",37,63,26
46_2026-06-26_4m21s_part_003,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_003.wav,Eee mesela Xarelto 20 mg tablette kampanyanız yok mu? Maalesef Xarelto 20 mg tablet için de bir kampanyamız yok. Başka bir ilaca bakalım mı? Tamam yani şey var mı Parol 500 mg tablet var mıydı?,63,90,27
46_2026-06-26_4m21s_part_004,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_004.wav,"Parol 500 miligram tablet bulamadım. Tekrar denemek ister misiniz? 500 mg tablet yok mu sizde? Eczacım, sistemde bir sorun olabilir, tekrar deneyelim. Parol 500 miligram tablet için tekrar arama yapıyorum. Tekrar denememe rağmen Parol 500 miligram tableti bulamıyorum. İsterseniz muadillerine bakabiliriz? Tamam, o zaman muadillerine bakalım.",90,118,28
46_2026-06-26_4m21s_part_005,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_005.wav,Parol'ün muadili olan başka ürünler var mı diye kontrol ediyorum. Hangi muadili düşünürsünüz? Eee mesela ertesi gün hapı olabilir. Ertesi gün hapı ile ilgili bir eşleşme bulamadım. Belirli bir marka adı vermek ister misiniz? Tırtıl 20 tr olması lazım. Tekrar denediğimde de bir eşleşme bulamadım. Başka bir ürün düşünelim mi?,118,145,27
46_2026-06-26_4m21s_part_006,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_006.wav,"Tamam, sen bana Demomix 10 mg tablet ver, eee 20 kutu. Üzgünüm, bir hata oluştu. Demomix 10 mg tableti tekrar deniyorum. Demomix 10 mg tabletten 20 kutu sepete eklendi. Başka bir şeye ihtiyacınız var mı? Hangi depodan sipariş vermek istersiniz? Hangi depolar var?",145,171,26
46_2026-06-26_4m21s_part_007,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_007.wav,"Sistemimizde Selçuk Ecza Güneşli, AH Ankara, BEK, BEK Merkez ve çeşitli satış noktaları bulunuyor. Hangisini tercih edersiniz? B depo satış noktası var mıydı? Evet, B depo satış noktası mevcut. Siparişinizi bu depodan tamamlayalım mı? Peki B depo satış noktası var mı?",171,198,27
46_2026-06-26_4m21s_part_008,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_008.wav,"Evet, A depo satış noktası da mevcut. Hangi depoyu tercih edersiniz? Hayır A depo değil. Eee Yumuşak G depo satış noktası var mı? Yumuşak G depo satış noktası ile ilgili bir bilgiye ulaşamıyorum. Başka bir depo adı deneyelim mi? Sen bana Merkez Test 1 deposundan ver. Sipariş özetiniz: Merkez Test 1 deposundan 20 kutu Demomix 10 mg tablet. Siparişi bu haliyle onaylıyor musunuz?",198,227,29
46_2026-06-26_4m21s_part_009,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_009.wav,"Onaylıyorum. Siparişiniz başarıyla oluşturuldu. Başka bir konuda yardımcı olabilir miyim? Ya olur aslında ya. Benim birazcık karnım ağrıyor da ne yapmam lazım? Şimdi bu verdiğin ilaçları içsem düzelir miyim? Bu görüşmede yalnızca ilaç siparişi, ürün, depo, kampanya, fiyat ve sipariş işlemleri hakkında yardımcı olabilirim. Sipariş vermek istediğiniz bir ürün varsa yardımcı olayım. Yoksa görüşmeyi sonlandırabiliriz.",227,256,29
46_2026-06-26_4m21s_part_010,46_2026-06-26_4m21s,train,training/segments/audio/train/46_2026-06-26_4m21s_part_010.wav,Sonlandır ya.,256,261.072,5.072
47_2026-06-01_4m30s_part_001,47_2026-06-01_4m30s,train,training/segments/audio/train/47_2026-06-01_4m30s_part_001.wav,Merhaba Veribase ilaç şirketinden arıyorum. Ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? İsmim Abdulrezak.,20,35,15
47_2026-06-01_4m30s_part_002,47_2026-06-01_4m30s,train,training/segments/audio/train/47_2026-06-01_4m30s_part_002.wav,"Memnun oldum Abdulrezak Bey. Şu an Demo Alira 30 mg kapsül, Demo Nexora damla ve Demo Tervix 250 mg saşe ilgilendiğinizi görüyorum. Bu üç ürünümüzde özel bir kampanya mevcuttur. İsterseniz detayları paylaşabilirim. Siparişe geçebiliriz. Hangi ürünün kampanyasını merak ettiniz? Alira.",35,57,22
47_2026-06-01_4m30s_part_003,47_2026-06-01_4m30s,train,training/segments/audio/train/47_2026-06-01_4m30s_part_003.wav,"Demo Alira 30 mg kapsülde 5 alına 1 bedava kampanyamız var. Sepete eklemek ister misiniz? Nalo. Nalo. Anlayamadım, hangi ilacı ekleyeyim? Bana bir fıkra anlatabilir misin?",57,83,26
47_2026-06-01_4m30s_part_004,47_2026-06-01_4m30s,train,training/segments/audio/train/47_2026-06-01_4m30s_part_004.wav,"Maalesef Nalo isminde bir ilaç bulamadım. Pardon bir takılma oldu. Hangi ilacı eklememi istersiniz? Bana fıkra anlatabilir misin? Duyuyor musun? Evet, duyuyorum. Tekrar yardımcı olabilirim. Ne istemiştiniz? Bana fıkra anlatabilir misin?",83,110,27
47_2026-06-01_4m30s_part_005,47_2026-06-01_4m30s,train,training/segments/audio/train/47_2026-06-01_4m30s_part_005.wav,Ben bir ilaç sipariş temsilcisiyim ve size bu konuda yardımcı olabilirim. Fıkra anlatma yeteneğim bulunmuyor. Ancak başka bir konuda yardımcı olabilir miyim? Fıkra istiyorum. Anlıyorum ama dediğim gibi benim böyle bir yeteneğim yok. Lütfen ilaç siparişi konusunda yardımcı olmamı ister misiniz?,110,131,21
47_2026-06-01_4m30s_part_006,47_2026-06-01_4m30s,train,training/segments/audio/train/47_2026-06-01_4m30s_part_006.wav,Gulu gulu. Maalesef Gulu Gulu isminde bir ilaç bulamadım. Tekrar kontrol edebilir misiniz?,186,197,11
47_2026-06-01_4m30s_part_007,47_2026-06-01_4m30s,train,training/segments/audio/train/47_2026-06-01_4m30s_part_007.wav,"Elbette baştan alabiliriz. Nasıl yardımcı olabilirim? Buyurun, dinliyorum.",230,252,22
48_2026-06-24_4m43s_part_001,48_2026-06-24_4m43s,train,training/segments/audio/train/48_2026-06-24_4m43s_part_001.wav,"Merhaba, Veribase İlaç Şirketi'nden arıyorum. Ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? İsmim Celal Mahmut. Memnun oldum Mahmut Bey. Şu an Hedie Mix, Altın ve Demomix için harika bir kampanyamız var. Değerlendirmek ister misiniz? Bunlar ne ki ben tam anlayamadım. Bakmam burada değil yoksa...",8,38,30
48_2026-06-24_4m43s_part_002,48_2026-06-24_4m43s,train,training/segments/audio/train/48_2026-06-24_4m43s_part_002.wav,Elbette. Neye bakmak istersiniz? Tamam Hedie Mix için kampanyayı söyler misin? Maalesef Hedie Mix için bir kampanya bulamadım. Başka bir ürün için bakalım mı? Şeye mi girmiyor? Hangi ürünü kastettiğinizi anlayamadım. Tekrar söyler misiniz?,38,65,27
48_2026-06-24_4m43s_part_003,48_2026-06-24_4m43s,train,training/segments/audio/train/48_2026-06-24_4m43s_part_003.wav,Demomix ürünü var mı sizde? Demomix'in 10 mg ve 30 mg tableti mevcut. Hangisini istersiniz? Eee Demomix 10 mg. Ürünü sepete eklerken bir sorunla karşılaştım. Tekrar denememi ister misiniz yoksa başka bir ürünle devam edelim mi?,114,142,28
48_2026-06-24_4m43s_part_004,48_2026-06-24_4m43s,train,training/segments/audio/train/48_2026-06-24_4m43s_part_004.wav,"Demomix için kampanya var mı? Demomix için kampanyamız var. 10 mg tablette 4 alana 3 bedava, 30 mg tablette ise 10 alana 6 bedava kampanyası mevcuttur. Hangisini tercih edersiniz?",142,158,16
48_2026-06-24_4m43s_part_005,48_2026-06-24_4m43s,train,training/segments/audio/train/48_2026-06-24_4m43s_part_005.wav,"Sterilizi ürünü var mı sizde? Hangi ürünü kastettiğinizi anlayamadım. Tekrar söyler misiniz? Sterilizi. Sterilizi markasında farklı ürünler mevcut. Metal bit tarağı, yara bandı çeşitleri var. Hangisini istersiniz? Yara bandı bak var ya.",174,204,30
48_2026-06-24_4m43s_part_006,48_2026-06-24_4m43s,train,training/segments/audio/train/48_2026-06-24_4m43s_part_006.wav,"Yara bandı çeşitleri mevcut. Hassas cilt için, şeffaf karma, renkli eğlenceli veya bez yapıştırma şeklinde olanlar var. Özellikle hangisini istersiniz? Eee Sterilizi topuk fırçasının fiyatı nedir? Sterilizi 6858 topuk fırçası fiyatı 152 lira. Eklememi ister misiniz?",204,232,28
48_2026-06-24_4m43s_part_007,48_2026-06-24_4m43s,train,training/segments/audio/train/48_2026-06-24_4m43s_part_007.wav,Peki bilgi notlu bilgi notları olarak eczane kapalı notu var mı sende? Bu görüşme böylece tamamlanmış oldu. Size başka bir konuda yardımcı olabilir miyim? Görüşmeyi nasıl tamamladınız? Anlamadım. Görüşmemizi sonlandırdığımızı belirtmek istemiştim. Başka bir talebiniz yoksa iyi günler dilerim.,237,266,29
48_2026-06-24_4m43s_part_008,48_2026-06-24_4m43s,train,training/segments/audio/train/48_2026-06-24_4m43s_part_008.wav,"Neden görüşmeyi sonlandırıyorsun? Daha önce eczane kapalı notu sorgulamıştınız ve ben de bu talebi kaydetmiştim. Başka bir talebiniz yoksa görüşmeyi sonlandırabiliriz. Yardımcı olabileceğim başka bir şey var mı? Tamam yok, sonlandırabiliriz.",266,283.104,17.104
49_2026-06-01_4m58s_part_001,49_2026-06-01_4m58s,train,training/segments/audio/train/49_2026-06-01_4m58s_part_001.wav,"Merhaba, Veribase İlaç Şirketi'nden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Hattaki eczacı. Teşekkür ederim.",16,39,23
49_2026-06-01_4m58s_part_002,49_2026-06-01_4m58s,train,training/segments/audio/train/49_2026-06-01_4m58s_part_002.wav,"Ahmet Bey, Arveles 25 mg için maalesef bir eşleşme bulamadım. Ancak Demo Tervix 250 mg saşe veya Demo Florix saşe gibi ürünlerimiz bulunmaktadır.",44,53,9
49_2026-06-01_4m58s_part_003,49_2026-06-01_4m58s,train,training/segments/audio/train/49_2026-06-01_4m58s_part_003.wav,"Orada mısın? Anladım. Demo Florix saşe ile ilgili yardımcı olabilirim. Başka bir şeye ihtiyacınız var mı? Lütfen söyleyin, dinliyorum. Rica ederim, her zaman yardımcı olmaya hazırım. Başka bir konuda yardımcı olabilir miyim?",109,138,29
49_2026-06-01_4m58s_part_004,49_2026-06-01_4m58s,train,training/segments/audio/train/49_2026-06-01_4m58s_part_004.wav,"Anladım. Başka bir şeye ihtiyacınız yoksa görüşmemizi tamamlayabiliriz. Rica ederim, her zaman yardımcı olmaya hazırım. Başka bir konuda yardımcı olabilir miyim?",149,172,23
49_2026-06-01_4m58s_part_005,49_2026-06-01_4m58s,train,training/segments/audio/train/49_2026-06-01_4m58s_part_005.wav,"Hangi konuda? Hangi konuda? İlaç stok sorgulama, fiyat inceleme, kampanya bilgisi öğrenme veya sipariş oluşturma gibi konularda yardımcı olabilirim. Ne öğrenmek istersiniz?",172,194,22
49_2026-06-01_4m58s_part_006,49_2026-06-01_4m58s,train,training/segments/audio/train/49_2026-06-01_4m58s_part_006.wav,Sepetiniz şu an boş olduğu için herhangi bir kampanya bilgisi gösteremiyorum. Sepete bir ilaç ekledikten sonra tekrar kontrol edebiliriz. İsterseniz bir ilaç ekleyebiliriz?,200,209,9
49_2026-06-01_4m58s_part_007,49_2026-06-01_4m58s,train,training/segments/audio/train/49_2026-06-01_4m58s_part_007.wav,Ben krakerinizden birazcık yiyebilir miyim? Benimki bitti ama. Nereden aldınız bunu? Nereden aldınız? Yerden mi aldın? Marketten mi? AVM'den mi?,263,283,20
50_2026-06-22_8m23s_part_001,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_001.wav,"Merhaba, Veribase İlaç Şirketinden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Ben Mahmut.",15,28,13
50_2026-06-22_8m23s_part_002,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_002.wav,"Memnun oldum Mahmut Bey. Şu an Demo Alvira 30 mg kapsül, Demo Nexora damla ve Demo Tervix 250 mg saşe için harika bir kampanyamız var. Değerlendirmek ister misiniz? Alo, orada mısın?",28,52,24
50_2026-06-22_8m23s_part_003,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_003.wav,"Evet, buradayım Mahmut Bey, dinliyorum. Bir hikaye anlatır mısın? Maalesef hikaye anlatma fonksiyonum bulunmuyor. İlaçlarla ilgili bir konuda yardımcı olabilirim. Ne aramıştınız?",52,81,29
50_2026-06-22_8m23s_part_004,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_004.wav,"Fıkra anlatır mısın? Üzgünüm, fıkra anlatma konusunda da size yardımcı olamıyorum. İlaç siparişinizle ilgili yardımcı olmamı ister misiniz?",81,109,28
50_2026-06-22_8m23s_part_005,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_005.wav,Size nasıl yardımcı olabilirim? Pardon. Rica ederim. İlaç siparişi vermek ister misiniz?,109,135,26
50_2026-06-22_8m23s_part_006,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_006.wav,"Elbette, hangi ilacı aramıştınız?",135,193,58
50_2026-06-22_8m23s_part_007,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_007.wav,Kampanyaların hepsini söyler misin?,193,197,4
50_2026-06-22_8m23s_part_008,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_008.wav,"Hemen sıralıyorum Mahmut Bey. Demo Alvira 30 mg kapsül, Demo Nexora damla, Demo Tervix 250 mg saşe ve Demo Lövexa efervesan tabletlerde 5 alana 1 bedava kampanyası var. Ayrıca Demo Probexa, Demo Melvora ve Demo Biotexa'da 5 alana 2 bedava geçerli. Diğer ürünlerde de benzer kampanyalarımız mevcut. Hangi kampanyayla ilgilenirsiniz?",197,258,61
50_2026-06-22_8m23s_part_009,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_009.wav,Tekrarlar mısın?,258,275,17
50_2026-06-22_8m23s_part_010,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_010.wav,"Elbette, tekrarlıyorum. Demo Alvira 30 mg kapsül, Demo Nexora damla,",275,300,25
50_2026-06-22_8m23s_part_011,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_011.wav,Demo Tervix 250 mg saşe ve Demo,300,321,21
50_2026-06-22_8m23s_part_012,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_012.wav,Lövexa efervesan tabletlerde 5 alana 1 bedava kampanyası var.,321,348,27
50_2026-06-22_8m23s_part_013,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_013.wav,Demo Melvora ve Demo Biotexa'da 5 alana,348,362,14
50_2026-06-22_8m23s_part_014,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_014.wav,2 bedava geçerli. Diğer ürünlerde de benzer kampanyalarımız mevcut. Özellikle hangisiyle ilgilenirsiniz?,362,429,67
50_2026-06-22_8m23s_part_015,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_015.wav,Kapatalım mı?,429,436,7
50_2026-06-22_8m23s_part_016,50_2026-06-22_8m23s,train,training/segments/audio/train/50_2026-06-22_8m23s_part_016.wav,Kapatalım mı?,436,502.776,66.776
